age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
26,unemployed,single,tertiary,cellular,feb,3,-1,0,unknown,-0.4,94.305,-41.4,2.758,5082.7,123,no
29,blue-collar,married,secondary,cellular,jul,1,-1,0,unknown,1.05,94.524,-41.4,4.136,5130.9,627,yes
38,admin.,married,tertiary,cellular,jul,2,-1,0,unknown,-0.95,93.691,-43.9,3.724,5208.2,129,no
34,management,married,tertiary,cellular,sep,5,92,6,success,2.48,94.135,-41.4,1.618,5129.2,164,yes
35,services,married,tertiary,cellular,nov,2,-1,0,unknown,0.95,93.891,-42.4,2.933,5184.8,111,no
35,management,married,secondary,cellular,aug,2,-1,0,unknown,-0.04,94.206,-43.3,5.076,5118.7,92,no
32,technician,single,secondary,cellular,aug,2,-1,0,unknown,1.99,94.13,-43.0,3.268,5185.8,105,no
36,management,married,tertiary,cellular,apr,2,-1,0,unknown,0.41,93.826,-44.5,2.583,5222.6,214,no
39,blue-collar,married,primary,unknown,jun,2,-1,0,unknown,0.61,93.768,-42.7,1.696,5170.7,337,no
39,blue-collar,married,primary,cellular,may,1,-1,0,unknown,1.13,94.616,-36.2,4.93,5118.7,290,no
45,unemployed,divorced,secondary,cellular,may,2,169,1,failure,1.39,93.704,-39.9,2.987,5113.2,156,no
53,technician,married,secondary,cellular,jan,1,-1,0,unknown,3.76,93.832,-40.7,3.32,5165.5,558,no
31,services,married,secondary,cellular,nov,2,-1,0,unknown,-1.08,93.399,-41.2,2.642,5285.7,214,no
39,blue-collar,married,secondary,cellular,nov,2,-1,0,unknown,-1.0,93.834,-44.2,4.345,5134.8,63,no
31,technician,single,secondary,cellular,jan,2,160,2,other,1.25,93.155,-40.7,3.72,5162.5,293,no
31,admin.,single,secondary,cellular,nov,1,-1,0,unknown,-0.83,94.408,-42.4,3.135,5225.8,234,yes
44,admin.,married,primary,unknown,may,1,-1,0,unknown,-1.11,93.414,-42.1,6.075,5097.1,234,no
27,admin.,single,secondary,unknown,may,2,-1,0,unknown,0.47,93.626,-44.5,2.755,5261.0,311,no
26,blue-collar,single,secondary,cellular,may,1,364,2,other,1.69,93.087,-42.1,4.325,5277.1,16,no
32,blue-collar,married,primary,unknown,may,4,-1,0,unknown,3.26,93.686,-45.4,5.125,5207.1,84,no
54,technician,single,tertiary,unknown,jun,20,-1,0,unknown,-0.21,94.024,-46.0,2.34,5214.5,18,no
59,housemaid,married,primary,telephone,jul,2,-1,0,unknown,0.14,94.343,-32.0,4.302,5135.8,67,no
40,technician,married,secondary,cellular,jul,3,-1,0,unknown,0.1,93.341,-37.2,2.388,5198.0,175,no
28,management,married,secondary,cellular,may,2,-1,0,unknown,0.38,93.135,-44.4,3.474,5243.7,123,no
53,admin.,married,secondary,cellular,nov,1,-1,0,unknown,2.13,93.012,-36.5,4.139,5141.8,85,no
32,management,married,primary,unknown,may,1,-1,0,unknown,0.68,93.598,-40.4,4.352,5130.7,101,no
32,management,married,tertiary,cellular,aug,4,-1,0,unknown,1.11,94.516,-42.2,2.822,5256.1,67,no
38,entrepreneur,married,tertiary,cellular,jul,2,-1,0,unknown,0.08,94.013,-41.9,3.315,5060.5,532,yes
36,management,married,tertiary,cellular,aug,3,-1,0,unknown,0.08,94.24,-39.5,4.132,5142.7,243,no
60,admin.,married,unknown,unknown,may,1,-1,0,unknown,-0.57,94.778,-43.3,2.385,5173.6,140,no
34,blue-collar,married,secondary,unknown,may,1,-1,0,unknown,1.17,93.58,-40.6,4.027,5218.8,266,no
50,admin.,married,secondary,cellular,may,1,369,2,failure,3.0,92.673,-38.1,2.573,5290.6,124,no
36,blue-collar,married,secondary,cellular,may,2,-1,0,unknown,-0.08,92.854,-46.4,4.701,5142.6,777,no
30,technician,single,tertiary,cellular,apr,1,-1,0,unknown,-2.13,93.418,-41.2,3.078,5198.2,308,no
41,management,married,tertiary,cellular,jul,8,-1,0,unknown,-1.95,92.798,-38.9,4.194,5220.5,81,no
46,blue-collar,married,primary,cellular,nov,1,-1,0,unknown,2.85,93.604,-41.0,3.884,5262.2,332,no
25,management,single,tertiary,cellular,sep,1,-1,0,unknown,0.78,93.311,-47.2,3.588,5167.0,274,no
32,blue-collar,married,secondary,unknown,may,3,-1,0,unknown,-0.87,94.276,-42.6,3.037,5168.4,246,no
60,technician,married,secondary,telephone,feb,4,-1,0,unknown,0.42,93.294,-33.2,3.148,5209.9,172,no
30,technician,single,secondary,cellular,may,2,354,1,failure,1.96,93.628,-34.0,2.397,5266.7,199,no
29,technician,single,secondary,unknown,jun,2,-1,0,unknown,0.47,93.949,-40.1,2.804,5229.4,312,no
51,self-employed,divorced,secondary,unknown,jun,2,-1,0,unknown,0.4,93.033,-44.2,3.66,5160.6,51,no
42,entrepreneur,divorced,secondary,cellular,may,1,-1,0,unknown,-0.53,93.869,-39.1,3.981,5227.0,580,yes
36,management,married,secondary,cellular,aug,2,-1,0,unknown,-0.16,93.312,-43.9,3.097,5099.7,250,no
58,retired,married,primary,unknown,may,1,-1,0,unknown,0.21,93.543,-45.2,2.443,5109.9,144,no
42,blue-collar,married,secondary,unknown,jun,6,-1,0,unknown,-0.23,94.234,-36.1,3.25,5078.1,10,no
28,student,married,secondary,cellular,may,3,-1,0,unknown,1.96,94.003,-45.2,3.1,5187.4,171,no
45,blue-collar,married,secondary,unknown,oct,1,-1,0,unknown,1.39,93.885,-42.9,3.485,5212.5,676,yes
37,technician,single,tertiary,unknown,jul,2,-1,0,unknown,-0.55,94.701,-40.1,4.456,5214.5,30,no
60,retired,divorced,secondary,cellular,jul,10,-1,0,unknown,-0.85,93.65,-42.1,3.286,5164.8,112,no
48,admin.,divorced,unknown,unknown,may,1,-1,0,unknown,-0.5,94.182,-39.1,4.15,5175.0,280,no
55,retired,married,secondary,cellular,jan,1,-1,0,unknown,1.95,93.686,-36.5,2.787,5056.1,636,no
46,technician,married,secondary,cellular,jul,1,276,2,other,-0.96,93.668,-40.1,3.378,5089.7,1148,yes
42,technician,married,tertiary,unknown,may,2,-1,0,unknown,1.81,93.487,-41.5,2.769,5228.7,162,no
38,admin.,married,secondary,unknown,jun,1,-1,0,unknown,2.01,93.858,-41.3,4.355,5221.9,214,no
35,admin.,married,secondary,unknown,may,1,-1,0,unknown,0.69,93.576,-43.1,4.337,5235.9,223,no
49,technician,married,secondary,cellular,aug,4,-1,0,unknown,0.58,93.684,-39.9,1.867,5260.2,513,no
34,blue-collar,married,primary,cellular,may,2,-1,0,unknown,-1.0,94.308,-45.3,2.891,5193.9,481,no
46,technician,married,primary,cellular,feb,2,268,1,failure,0.74,93.773,-40.9,3.045,5258.2,80,no
51,technician,single,tertiary,cellular,nov,2,171,7,failure,-0.13,94.147,-39.5,2.542,5146.5,126,no
39,technician,married,secondary,cellular,feb,1,241,1,failure,0.15,94.659,-41.1,3.36,5155.8,221,no
45,services,married,secondary,cellular,jul,8,-1,0,unknown,0.01,93.675,-43.5,4.761,5185.7,95,no
